"id_curriculo";"codigo";"nome_matriz";"id_curso";"nome_curso";"semestre_conclusao_minimo";"semestre_conclusao_ideal";"semestre_conclusao_maximo";"meses_conclusao_minimo";"meses_conclusao_ideal";"meses_conclusao_maximo";"cr_total_minimo";"ch_total_minima";"ch_optativas_minima";"ch_complementar_minima";"max_eletivos";"ch_nao_atividade_obrigatoria";"cr_nao_atividade_obrigatorio";"ch_atividade_obrigatoria";"cr_minimo_semestre";"cr_ideal_semestre";"cr_maximo_semestre";"ch_minima_semestre";"ch_ideal_semestre";"ch_maxima_semestre";"periodo_entrada_vigor";"ano_entrada_vigor";"observacao"
"173511731";"ENF2024";"";"173511588";"PROGRAMA DE RESIDÊNCIA UNIPROFISSIONAL EM ENFERMAGEM OBSTÉTRICA";"";"";"";"";"";"";"0";"5760";"0";"";"";"0";"0";"0";"";"";"";"0";"";"";"1";"2024";""
"137739811";"mCO/BI";"";"130260333";"MESTRADO EM CIÊNCIAS ODONTOLÓGICAS";"12";"";"24";"12";"";"24";"26";"390";"180";"";"0";"210";"14";"0";"";"";"";"0";"";"";"2";"2018";""
"172111396";"POP24D";"";"132958656";"DOUTORADO EM DEMOGRAFIA";"24";"";"48";"24";"";"48";"36";"540";"150";"";"";"390";"26";"0";"";"";"";"";"";"";"1";"2024";""
"137732764";"dCO/CL";"";"130260440";"DOUTORADO EM CIÊNCIAS ODONTOLÓGICAS";"24";"";"48";"24";"";"48";"36";"540";"330";"";"0";"210";"14";"0";"";"";"";"0";"";"";"2";"2018";""
"96783901";"02A";"LETRAS - - NATAL - INGLES - T - LICENCIATURA";"84767886";"LETRAS -";"5";"5";"6";"";"";"";"68";"1340";"120";"";"240";"1020";"68";"200";"1";"99";"99";"15";"";"";"2";"2011";""
"4500440";"01";"CIÊNCIAS CONTÁBEIS PARA AS ORGANIZAÇÕES SOCIAIS E COOPERATIVAS - NATAL - I - BACHARELADO";"4492640";"CIÊNCIAS CONTÁBEIS PARA AS ORGANIZAÇÕES SOCIAIS E COOPERATIVAS";"1";"8";"8";"";"";"";"168";"2970";"0";"";"240";"2520";"168";"450";"20";"24";"28";"";"";"";"2";"2008";""
"134244166";"MECA19";"";"134097165";"MESTRADO EM ENGENHARIA AEROESPACIAL";"12";"";"24";"12";"";"24";"21";"315";"150";"";"0";"165";"11";"0";"";"";"";"0";"";"";"1";"2019";""
"174057129";"mest24";"";"101050284";"MESTRADO EM BIOLOGIA PARASITÁRIA";"12";"";"24";"12";"";"24";"24";"360";"90";"";"";"270";"18";"0";"";"";"";"";"";"";"1";"2024";""
"174981933";"01";"LICENCIATURA EM EDUCAÇÃO INTERCULTURAL INDÍGENA - NATAL - MTN - LICENCIATURA";"174979631";"LICENCIATURA EM EDUCAÇÃO INTERCULTURAL INDÍGENA";"6";"6";"9";"";"";"";"195";"1534";"139";"80";"136";"955";"195";"360";"";"";"";"";"";"300";"2";"2024";""
"121601534";"TXT17";"";"121507754";"MESTRADO EM ENGENHARIA TÊXTIL";"12";"24";"24";"12";"24";"24";"20";"360";"120";"";"0";"240";"12";"0";"";"";"";"0";"";"";"1";"2017";""
"140416500";"PGEL";"";"315757";"MESTRADO EM ESTUDOS DA LINGUAGEM";"12";"";"24";"12";"";"24";"30";"450";"0";"";"0";"450";"30";"0";"";"";"";"0";"";"";"1";"2020";""
"140416945";"PGEL";"";"315758";"DOUTORADO EM ESTUDOS DA LINGUAGEM";"24";"";"48";"24";"";"48";"43";"960";"195";"";"0";"450";"30";"315";"";"";"";"0";"";"";"1";"2020";""
"172227436";"03";"CIÊNCIAS E TECNOLOGIA - NATAL - MT - BACHARELADO";"10320810";"CIÊNCIAS E TECNOLOGIA";"6";"6";"9";"";"";"";"293";"2400";"258";"120";"240";"2022";"293";"0";"";"";"";"";"";"480";"1";"2024";""
"139968";"02";"";"315774";"DOUTORADO EM CIÊNCIAS DA SAÚDE";"24";"48";"48";"24";"48";"48";"0";"0";"0";"";"240";"0";"0";"0";"1";"12";"36";"1";"0";"";"1";"2007";""
"178957283";"DENF25";"";"50903134";"DOUTORADO EM ENFERMAGEM NA ATENÇÃO À SAÚDE";"24";"";"48";"24";"";"48";"18";"600";"270";"";"";"330";"0";"0";"";"";"";"";"";"";"1";"2025";""
"128824520";"TIA01";"";"5036024";"RESIDÊNCIA EM TERAPIA INTENSIVA ADULTO";"";"";"";"";"";"";"0";"5438";"0";"";"0";"530";"0";"4968";"";"";"";"0";"";"";"1";"2018";""
"133262792";"06";"CIÊNCIAS BIOLÓGICAS - NATAL - MT - BACHARELADO";"2000009";"CIÊNCIAS BIOLÓGICAS";"8";"8";"12";"";"";"";"149";"3215";"345";"170";"240";"2280";"149";"420";"";"";"";"60";"";"0";"1";"2019";""
"100399";"01";"AQUICULTURA - NATAL - MT - BACHARELADO";"2000114";"AQUICULTURA";"8";"8";"12";"";"";"";"138";"2820";"240";"";"240";"2070";"138";"510";"1";"98";"99";"0";"0";"";"2";"2002";""
"137740385";"mCO/PA";"";"130260333";"MESTRADO EM CIÊNCIAS ODONTOLÓGICAS";"12";"";"24";"12";"";"24";"26";"390";"180";"";"0";"210";"14";"0";"";"";"";"0";"";"";"2";"2018";""
"130940908";"02";"GESTÃO DE POLÍTICAS PÚBLICAS - NATAL - T - BACHARELADO";"10426760";"GESTÃO DE POLÍTICAS PÚBLICAS";"8";"8";"12";"";"";"";"26";"3000";"1320";"150";"600";"390";"26";"1140";"";"";"";"30";"";"0";"2";"2018";""
"98189301";"02";"TEATRO - NATAL - M - LICENCIATURA";"2000158";"TEATRO";"8";"8";"12";"";"";"";"126";"3210";"510";"";"240";"1890";"126";"810";"4";"28";"32";"60";"";"";"1";"2014";""
"137734950";"dCO/PA";"";"130260440";"DOUTORADO EM CIÊNCIAS ODONTOLÓGICAS";"24";"";"48";"24";"";"48";"36";"540";"300";"";"0";"240";"16";"0";"";"";"";"0";"";"";"2";"2018";""
"136612813";"05B";"ODONTOLOGIA - NATAL - MT - FORMAÇÃO";"2000059";"ODONTOLOGIA";"10";"10";"15";"";"";"";"346";"4350";"450";"225";"240";"2880";"346";"795";"";"";"";"15";"";"600";"2";"2019";""
"150131967";"02";"TURISMO - CURRAIS NOVOS - TN - BACHARELADO";"2000071";"TURISMO";"8";"8";"12";"";"";"";"0";"2530";"360";"130";"600";"1860";"0";"180";"";"";"";"";"";"0";"1";"2021";""
"169458196";"DASFAR";"";"164535795";"DOUTORADO EM ASSISTÊNCIA FARMACÊUTICA EM REDE";"24";"";"48";"24";"";"48";"16";"270";"240";"";"";"30";"0";"0";"";"";"";"";"";"";"1";"2023";""
"136909433";"02";"ARTES VISUAIS - NATAL - MT - LICENCIATURA";"2000123";"ARTES VISUAIS";"9";"9";"13";"";"";"";"338";"3205";"660";"200";"240";"1560";"338";"785";"";"";"";"50";"";"0";"1";"2020";""
"178370138";"ESA2024";"";"96067701";"MESTRADO PROFISSIONAL EM ENSINO NA SAÚDE";"12";"";"24";"12";"";"24";"7";"390";"105";"";"";"270";"0";"15";"";"";"";"";"";"";"2";"2024";""
"124868739";"MEST17";"";"123079207";"MESTRADO EM ENSINO DE CIÊNCIAS E MATEMÁTICA";"12";"24";"24";"12";"24";"24";"16";"240";"0";"";"0";"240";"16";"0";"";"";"";"0";"";"";"2";"2017";""
"133586506";"02";"ZOOTECNIA - MACAÍBA - MT - FORMAÇÃO";"6358080";"ZOOTECNIA";"10";"10";"15";"";"";"";"191";"3870";"435";"195";"240";"2910";"191";"330";"";"";"";"30";"";"540";"1";"2019";""
"128213236";"07";"GEOGRAFIA - NATAL - N - LICENCIATURA";"111635053";"GEOGRAFIA";"9";"9";"13";"";"";"";"136";"3430";"360";"200";"600";"2040";"136";"830";"";"";"";"60";"";"0";"1";"2018";""
"175649331";"03";"GEOFÍSICA - NATAL - MT - BACHARELADO";"2936390";"GEOFÍSICA";"10";"10";"14";"";"";"";"328";"3600";"360";"180";"200";"2820";"328";"240";"";"";"";"";"";"";"1";"2025";""
"98189385";"02";"TEATRO - NATAL - M - LICENCIATURA";"2000158";"TEATRO";"8";"8";"12";"";"";"";"126";"3210";"510";"";"240";"1890";"126";"810";"4";"28";"32";"60";"";"";"1";"2014";""
"95129886";"NRP0001";"";"5036044";"RESIDÊNCIA MÉDICA EM NEUROLOGIA PEDIÁTRICA";"24";"24";"24";"";"";"";"2";"30";"0";"";"0";"30";"2";"0";"";"";"";"0";"";"";"1";"2010";""
"133495154";"02";"PEDAGOGIA - CAICÓ - M - LICENCIATURA";"2000064";"PEDAGOGIA";"9";"9";"14";"";"";"";"132";"3290";"332";"200";"600";"2298";"132";"460";"";"";"";"30";"";"480";"1";"2019";""
"105512605";"GQSS1";"";"101050603";"MESTRADO PROFISSIONAL EM GESTÃO DA QUALIDADE EM SERVIÇOS DE SAÚDE";"24";"24";"24";"24";"24";"24";"32";"480";"60";"";"0";"420";"28";"0";"2";"12";"24";"0";"";"";"2";"2014";""
"96186211";"001";"";"96067713";"MESTRADO PROFISSIONAL EM ENERGIA ELÉTRICA";"18";"24";"24";"18";"24";"24";"16";"360";"240";"";"0";"120";"0";"0";"1";"16";"24";"0";"";"";"1";"2013";""
"84763119";"MRN1";"";"84739892";"MESTRADO PROFISSIONAL EM MATEMÁTICA EM REDE NACIONAL";"12";"24";"24";"12";"24";"24";"16";"1200";"240";"";"0";"960";"0";"0";"1";"15";"30";"1";"";"";"1";"2011";""
"21631770";"1";"";"2163123";"CLINICA MEDICA";"10";"28";"32";"";"";"";"0";"5388";"0";"";"240";"0";"0";"5388";"0";"0";"0";"";"";"";"1";"2010";""
"89572913";"NCR0001";"";"5036042";"RESIDÊNCIA MÉDICA EM NEUROCIRURGIA";"58";"60";"72";"";"";"";"0";"12775";"100";"";"0";"0";"0";"12675";"60";"66";"86";"1440";"";"";"1";"2006";""
"90518856";"CIG0505";"";"5036028";"RESIDÊNCIA MÉDICA EM CIRURGIA GERAL";"12";"12";"12";"";"";"";"0";"2258";"0";"";"0";"0";"0";"1908";"";"";"";"0";"";"";"1";"2011";""
"148773948";"DOUT21";"";"315728";"DOUTORADO EM FÍSICA";"24";"";"48";"24";"";"48";"28";"420";"120";"";"0";"300";"20";"0";"";"";"";"";"";"";"1";"2021";""
"173594935";"24PPGCI";"";"173546000";"MESTRADO PROFISSIONAL EM CIÊNCIA DA INFORMAÇÃO";"12";"";"24";"12";"";"24";"16";"360";"240";"";"";"120";"0";"0";"";"";"";"";"";"";"1";"2024";""
"136013551";"ECL19M";"";"9513330";"MESTRADO EM ECOLOGIA";"12";"";"24";"12";"";"24";"7";"315";"105";"";"0";"210";"0";"0";"";"";"";"0";"";"";"1";"2019";""
"139247423";"02";"EDUCAÇÃO FÍSICA - NATAL - MTN - LICENCIATURA";"50688664";"EDUCAÇÃO FÍSICA";"8";"8";"12";"";"";"";"167";"3210";"330";"200";"240";"2280";"167";"400";"";"";"";"60";"";"0";"2";"2019";""
"139946";"02";"";"315773";"MESTRADO EM CIÊNCIAS DA SAÚDE";"12";"24";"24";"12";"24";"24";"24";"360";"360";"";"240";"0";"0";"0";"1";"12";"36";"0";"0";"";"1";"2007";""
"98189218";"02";"TEATRO - NATAL - M - LICENCIATURA";"2000158";"TEATRO";"8";"8";"12";"";"";"";"126";"3210";"510";"";"240";"1890";"126";"810";"4";"28";"32";"60";"";"";"1";"2014";""
"98189470";"02";"TEATRO - NATAL - M - LICENCIATURA";"2000158";"TEATRO";"8";"8";"12";"";"";"";"126";"3210";"510";"";"240";"1890";"126";"810";"4";"28";"32";"60";"";"";"1";"2014";""
"134292556";"PATHUOL";"";"5048042";"RESIDÊNCIA MÉDICA EM PATOLOGIA";"";"";"";"";"";"";"0";"8640";"0";"";"0";"2304";"0";"6912";"";"";"";"0";"";"";"1";"2019";""
"180022128";"PPGMAE";"";"315785";"MESTRADO EM MATEMÁTICA APLICADA E ESTATÍSTICA";"12";"";"24";"12";"";"24";"24";"360";"180";"";"";"180";"12";"0";"";"";"";"";"";"";"1";"2025";""
"133734584";"02";"CIÊNCIAS BIOLÓGICAS - NATAL - MTN - LICENCIATURA";"9295710";"CIÊNCIAS BIOLÓGICAS";"8";"8";"12";"";"";"";"165";"3267";"327";"200";"240";"2340";"165";"400";"";"";"";"60";"";"490";"1";"2019";""
"101091481";"BPA1";"";"101050284";"MESTRADO EM BIOLOGIA PARASITÁRIA";"12";"24";"24";"12";"24";"24";"24";"360";"90";"";"0";"270";"18";"0";"2";"12";"24";"1";"";"";"2";"2013";""
"172162807";"06";"ARQUITETURA E URBANISMO - NATAL - MTN - FORMAÇÃO";"2000005";"ARQUITETURA E URBANISMO";"10";"10";"15";"";"";"";"903";"4210";"630";"200";"100";"2925";"903";"455";"";"";"";"";"";"645";"1";"2024";""
"90518958";"CIG0507";"";"5036028";"RESIDÊNCIA MÉDICA EM CIRURGIA GERAL";"6";"6";"6";"";"";"";"0";"2880";"0";"";"0";"0";"0";"2880";"";"";"";"0";"";"";"1";"2012";""
"180218004";"L1DINA";"";"134098682";"MESTRADO EM GEOGRAFIA - CERES";"12";"";"24";"12";"";"24";"24";"375";"180";"";"";"180";"12";"15";"";"";"";"";"";"";"1";"2025";""
"137928984";"04";"FÍSICA - NATAL - N - LICENCIATURA";"111635050";"FÍSICA";"10";"10";"15";"";"";"";"166";"3450";"360";"200";"600";"2490";"166";"400";"";"";"";"60";"";"340";"1";"2020";""
"90529441";"CIG508";"";"5036028";"RESIDÊNCIA MÉDICA EM CIRURGIA GERAL";"6";"6";"6";"";"";"";"0";"1728";"0";"";"0";"0";"0";"1728";"";"";"";"0";"";"";"1";"2011";""
"172257588";"04";"GESTÃO HOSPITALAR - NATAL - TN - TECNOLÓGICO";"2000159";"GESTÃO HOSPITALAR";"6";"6";"8";"";"";"";"1080";"2460";"270";"150";"240";"1605";"1080";"435";"";"";"";"30";"";"550";"1";"2024";""
"179187202";"03";"ENGENHARIA MECATRÔNICA - NATAL - MT - FORMAÇÃO";"85437055";"ENGENHARIA MECATRÔNICA";"10";"10";"15";"";"";"";"247";"3792";"420";"190";"480";"2757";"247";"425";"";"";"";"";"";"";"1";"2025";""
"133812567";"3";"TEATRO - NATAL - M - LICENCIATURA";"2000158";"TEATRO";"8";"8";"14";"";"";"";"134";"3270";"510";"200";"600";"2040";"134";"520";"";"";"";"30";"";"420";"1";"2019";""
"172271788";"05A";"ENFERMAGEM - NATAL - MT - FORMAÇÃO";"2000023";"ENFERMAGEM";"10";"10";"15";"";"";"";"96";"4200";"420";"210";"240";"2700";"96";"870";"";"";"";"60";"";"0";"1";"2024";""
"178381226";"EHI24D";"";"177835234";"DOUTORADO PROFISSIONAL EM ENSINO DE HISTÓRIA - PROFHISTORIA";"24";"";"48";"24";"";"48";"8";"840";"120";"";"";"420";"0";"300";"";"";"";"";"";"";"1";"2025";""
"178538206";"PPGAV25";"";"177654352";"MESTRADO EM ARTES VISUAIS";"12";"";"24";"12";"";"24";"10";"300";"150";"";"";"150";"0";"0";"";"";"";"";"";"";"1";"2025";""
"97802598";"D-01";"";"96146345";"DOUTORADO EM SISTEMÁTICA E EVOLUÇÃO";"24";"48";"48";"24";"48";"48";"14";"450";"210";"";"0";"240";"0";"0";"1";"12";"20";"0";"";"";"1";"2013";""
"180218093";"L2ESTRU";"";"134098682";"MESTRADO EM GEOGRAFIA - CERES";"12";"";"24";"12";"";"24";"12";"375";"180";"";"";"180";"0";"15";"";"";"";"";"";"";"1";"2025";""
"90529452";"CIG0501";"";"5036028";"RESIDÊNCIA MÉDICA EM CIRURGIA GERAL";"6";"6";"6";"";"";"";"0";"1728";"0";"";"0";"0";"0";"1728";"";"";"";"0";"";"";"2";"2011";""
"90529534";"CIG0508";"";"5036028";"RESIDÊNCIA MÉDICA EM CIRURGIA GERAL";"6";"6";"6";"";"";"";"0";"1728";"0";"";"0";"0";"0";"1728";"";"";"";"0";"";"";"1";"2012";""
"91085470";"CIR501";"";"88337492";"RESIDÊNCIA MÉDICA EM CIRURGIA VIDEOLAPAROSCÓPICA";"12";"12";"12";"";"";"";"0";"2880";"2880";"";"0";"0";"0";"0";"";"";"";"2880";"";"";"1";"2005";""
"178782134";"ANE2024";"";"5036027";"RESIDÊNCIA MÉDICA EM ANESTESIOLOGIA";"";"";"";"";"";"";"0";"8640";"0";"";"";"0";"0";"0";"";"";"";"0";"";"";"1";"2024";""
"155195134";"mesl1";"";"155194753";"MESTRADO PROFISSIONAL EM GESTÃO DA INFORMAÇÃO E DO CONHECIMENTO";"12";"";"24";"12";"";"24";"24";"360";"180";"";"0";"180";"12";"0";"";"";"";"";"";"";"2";"2021";""
"155195318";"mesl2";"";"155194753";"MESTRADO PROFISSIONAL EM GESTÃO DA INFORMAÇÃO E DO CONHECIMENTO";"12";"";"24";"12";"";"24";"24";"360";"180";"";"0";"180";"12";"0";"";"";"";"";"";"";"2";"2021";""
"158534672";"04";"CIÊNCIAS ECONÔMICAS - NATAL - N - BACHARELADO";"2000014";"CIÊNCIAS ECONÔMICAS";"10";"10";"15";"";"";"";"77";"3000";"510";"150";"240";"2220";"77";"120";"";"";"";"";"";"";"1";"2022";""
"158501360";"02";"COMUNICAÇÃO SOCIAL - AUDIOVISUAL - NATAL - N - BACHARELADO";"119512361";"COMUNICAÇÃO SOCIAL - AUDIOVISUAL";"9";"9";"13";"";"";"";"123";"2700";"300";"200";"240";"1860";"123";"340";"";"";"";"";"";"";"1";"2022";""
"159108929";"DT2022";"";"17975012";"DOUTORADO EM CIÊNCIAS CLIMÁTICAS";"24";"";"48";"24";"";"48";"28";"555";"240";"";"";"300";"12";"15";"";"";"";"";"";"";"1";"2022";""
"91498572";"I";"";"5036029";"RESIDÊNCIA MÉDICA EM CLÍNICA MÉDICA";"6";"6";"6";"";"";"";"0";"1440";"0";"";"0";"0";"0";"1440";"";"";"";"0";"";"";"1";"2011";""
"91498785";"II";"";"5036029";"RESIDÊNCIA MÉDICA EM CLÍNICA MÉDICA";"6";"6";"6";"";"";"";"0";"1440";"0";"";"0";"0";"0";"1440";"";"";"";"0";"";"";"2";"2011";""
"91500065";"III";"";"5036029";"RESIDÊNCIA MÉDICA EM CLÍNICA MÉDICA";"6";"6";"6";"";"";"";"0";"1440";"0";"";"0";"0";"0";"1440";"";"";"";"0";"";"";"1";"2012";""
"91500211";"IV";"";"5036029";"RESIDÊNCIA MÉDICA EM CLÍNICA MÉDICA";"6";"6";"6";"";"";"";"0";"1440";"0";"";"0";"0";"0";"1440";"";"";"";"0";"";"";"2";"2012";""
"95692564";"NCR0002";"";"5036042";"RESIDÊNCIA MÉDICA EM NEUROCIRURGIA";"58";"60";"72";"";"";"";"0";"13875";"300";"";"0";"135";"0";"13440";"72";"84";"96";"1440";"";"";"1";"2008";""
"118156955";"CG20161";"";"5036028";"RESIDÊNCIA MÉDICA EM CIRURGIA GERAL";"5";"6";"7";"";"";"";"126";"3125";"0";"";"0";"1890";"126";"885";"";"";"";"1440";"";"";"1";"2016";""
"124829829";"MEST15";"";"315775";"MESTRADO EM CIÊNCIAS FARMACÊUTICAS";"12";"24";"24";"12";"24";"24";"24";"360";"180";"";"0";"180";"12";"0";"";"";"";"0";"";"";"2";"2015";""
"168566778";"02";"ENFERMAGEM - SANTA CRUZ - MT - FORMAÇÃO";"13027790";"ENFERMAGEM";"10";"10";"14";"";"";"";"40";"4040";"405";"205";"240";"2580";"40";"850";"";"";"";"";"";"";"2";"2023";""
"158505546";"CIVAM";"";"157075615";"MESTRADO EM ENGENHARIA CIVIL E AMBIENTAL";"12";"";"24";"12";"";"24";"20";"405";"300";"";"";"60";"0";"45";"";"";"";"";"";"";"1";"2022";""
"118737828";"RMNRL";"";"5036043";"RESIDÊNCIA MÉDICA EM NEUROLOGIA";"33";"36";"42";"";"";"";"0";"7888";"0";"";"0";"0";"0";"7888";"";"";"";"0";"";"";"1";"2016";""
"20395570";"03";"";"315737";"MESTRADO EM PSICOLOGIA";"12";"24";"24";"12";"24";"24";"24";"360";"120";"";"240";"240";"16";"0";"1";"12";"24";"1";"";"";"1";"2010";""
"158681720";"RMI2022";"";"158680993";"RESIDÊNCIA MÉDICA EM MEDICINA INTENSIVA";"";"";"";"";"";"";"0";"8640";"0";"";"";"830";"0";"7810";"";"";"";"0";"";"";"1";"2022";""
"115845500";"Mbif001";"";"115845492";"MESTRADO EM BIOINFORMÁTICA";"12";"24";"24";"12";"24";"24";"12";"360";"180";"";"0";"180";"0";"0";"1";"12";"16";"0";"";"";"1";"2016";""
"114310304";"PQUIM1";"";"114310260";"MESTRADO PROFISSIONAL EM QUÍMICA - PROFQUI";"12";"24";"24";"12";"24";"24";"24";"360";"0";"";"0";"360";"24";"0";"4";"12";"24";"0";"";"";"2";"2015";""
"123162438";"BIOL_17";"";"315782";"MESTRADO EM CIÊNCIAS BIOLÓGICAS";"12";"24";"24";"12";"24";"24";"24";"360";"90";"";"0";"270";"18";"0";"";"";"";"0";"";"";"1";"2017";""
"140063";"01";"";"315760";"DOUTORADO EM FILOSOFIA";"30";"42";"42";"30";"42";"48";"10";"150";"90";"";"240";"60";"4";"0";"1";"4";"16";"0";"0";"";"1";"2006";""
"122547575";"PAT_17M";"";"315733";"MESTRADO EM PATOLOGIA ORAL";"12";"24";"24";"12";"24";"24";"0";"450";"0";"";"0";"450";"0";"0";"";"";"";"0";"";"";"1";"2017";""
"108422849";"CONT15";"";"108416320";"MESTRADO EM CIÊNCIAS CONTÁBEIS";"12";"24";"24";"12";"24";"24";"26";"390";"120";"";"0";"270";"18";"0";"1";"12";"16";"1";"";"";"1";"2015";""
"123438351";"02";"";"11519550";"MESTRADO EM ESTUDOS DA MÍDIA";"12";"24";"24";"12";"24";"24";"26";"390";"90";"";"0";"300";"20";"0";"";"";"";"0";"";"";"1";"2017";""
"100715660";"LET1D";"";"315758";"DOUTORADO EM ESTUDOS DA LINGUAGEM";"24";"48";"48";"24";"48";"48";"18";"270";"0";"";"0";"270";"18";"0";"1";"12";"24";"0";"";"";"2";"2013";""
"96069987";"001";"";"96067701";"MESTRADO PROFISSIONAL EM ENSINO NA SAÚDE";"18";"24";"24";"18";"24";"24";"7";"360";"105";"";"0";"255";"0";"0";"1";"12";"24";"0";"";"";"1";"2013";""
"117156353";"DMIDIA";"";"115789633";"DOUTORADO EM ESTUDOS DA MÍDIA";"24";"36";"48";"24";"36";"48";"26";"480";"180";"";"0";"300";"14";"0";"1";"24";"30";"0";"";"";"1";"2016";""
"159109406";"MT2022";"";"91805256";"MESTRADO EM CIÊNCIAS CLIMÁTICAS";"12";"";"24";"12";"";"24";"12";"375";"120";"";"";"240";"4";"15";"";"";"";"";"";"";"1";"2022";""
"125002449";"DMIDIA2";"";"115789633";"DOUTORADO EM ESTUDOS DA MÍDIA";"24";"36";"48";"24";"36";"48";"26";"480";"180";"";"0";"300";"14";"0";"";"";"";"0";"";"";"1";"2016";""
"110813036";"DR2015";"";"110710810";"DOUTORADO EM CIÊNCIAS FARMACÊUTICAS";"24";"48";"48";"24";"48";"48";"36";"540";"390";"";"0";"150";"10";"0";"1";"12";"16";"1";"";"";"2";"2015";""
"178739736";"01";"ENGENHARIA DE ENERGIA - NATAL - MTN - BACHARELADO";"178696492";"ENGENHARIA DE ENERGIA";"10";"10";"15";"";"";"";"247";"3660";"420";"220";"210";"2700";"247";"320";"";"";"";"";"";"420";"1";"2025";""
"116364687";"MFIL15";"";"315759";"MESTRADO EM FILOSOFIA";"12";"24";"24";"12";"24";"24";"16";"270";"240";"";"0";"30";"0";"0";"1";"24";"30";"0";"";"";"2";"2015";""
"116367936";"DFIL15";"";"115789618";"DOUTORADO EM FILOSOFIA";"24";"48";"48";"24";"48";"48";"10";"180";"150";"";"0";"30";"0";"0";"1";"24";"36";"0";"";"";"2";"2015";""
"10266851";"01";"";"9300330";"MESTRADO EM ENGENHARIA CIVIL";"12";"24";"24";"12";"24";"24";"24";"360";"360";"";"240";"0";"0";"0";"1";"9";"12";"1";"";"";"1";"2009";""
"90181406";"MCFL1";"";"90156472";"MESTRADO EM CIÊNCIAS FLORESTAIS";"12";"24";"24";"12";"24";"24";"20";"300";"120";"";"0";"180";"12";"0";"2";"12";"24";"0";"";"";"1";"2012";""
"158508275";"04";"CIÊNCIAS ECONÔMICAS - NATAL - M - BACHARELADO";"2000014";"CIÊNCIAS ECONÔMICAS";"10";"10";"15";"";"";"";"77";"3000";"510";"150";"240";"2220";"77";"120";"";"";"";"";"";"";"1";"2022";""
"102507547";"DOUT";"";"98462514";"DOUTORADO EM NANOTECNOLOGIA FARMACÊUTICA";"24";"36";"36";"24";"36";"48";"0";"0";"0";"";"0";"0";"0";"0";"1";"12";"16";"0";"";"";"2";"2013";""
"104890655";"GP2013";"";"84798578";"MESTRADO PROFISSIONAL EM GESTÃO PÚBLICA";"18";"24";"24";"18";"24";"24";"14";"360";"210";"";"0";"150";"0";"0";"2";"6";"12";"0";"";"";"1";"2013";""
"91303732";"01";"MATEMÁTICA - NATAL - M - LICENCIATURA";"85436489";"MATEMÁTICA";"5";"5";"8";"";"";"";"80";"1380";"0";"0";"60";"1200";"80";"180";"16";"16";"23";"60";"";"0";"2";"2012";""
"140037";"04";"";"315728";"DOUTORADO EM FÍSICA";"24";"48";"48";"24";"48";"48";"32";"480";"240";"";"240";"240";"16";"0";"4";"48";"54";"0";"0";"";"1";"2005";""
"140071";"01";"";"315788";"DOUTORADO EM BIOTECNOLOGIA";"24";"48";"48";"24";"48";"48";"28";"480";"210";"";"240";"210";"14";"60";"1";"8";"20";"1";"0";"";"2";"2006";"Migrados do Ponto@. Pelo fato de aparecer como currículo duplicado, no sigaa, ele foi desativado"
"20323650";"02";"";"17275730";"DOUTORADO EM PSICOLOGIA";"24";"48";"48";"24";"48";"48";"30";"450";"150";"";"240";"300";"20";"0";"1";"16";"28";"1";"";"";"1";"2010";""
"134111866";"Sert19";"";"133255800";"MESTRADO EM HISTÓRIA / CERES";"12";"";"24";"12";"";"24";"24";"360";"120";"";"0";"240";"16";"0";"";"";"";"0";"";"";"1";"2019";""
"133868642";"DOUT19";"";"133179605";"DOUTORADO EM HISTÓRIA";"24";"";"48";"24";"";"48";"22";"360";"120";"";"0";"240";"14";"0";"";"";"";"0";"";"";"1";"2019";""
"165191073";"03";"CIÊNCIA DA COMPUTAÇÃO - NATAL - MT - BACHARELADO";"2000013";"CIÊNCIA DA COMPUTAÇÃO";"8";"8";"12";"";"";"";"341";"3200";"1140";"170";"240";"1740";"341";"150";"";"";"";"";"";"";"1";"2023";""
"11431030";"07";"";"315732";"ZZZ MEST";"12";"24";"30";"12";"24";"24";"13";"195";"0";"";"240";"195";"13";"0";"1";"15";"30";"15";"";"";"1";"2009";""
"11431031";"08";"";"97472250";"ZZZ MEST";"12";"24";"30";"12";"24";"24";"13";"195";"0";"";"240";"195";"13";"0";"1";"15";"30";"15";"";"";"1";"2009";""
"14206730";"01";"";"315772";"ZZZ MEST";"12";"24";"30";"12";"24";"24";"0";"0";"0";"";"240";"0";"0";"0";"1";"12";"30";"1";"";"";"1";"2009";""
"122284140";"GIS1";"";"121508483";"MESTRADO PROFISSIONAL EM GESTÃO E INOVAÇÃO EM SAÚDE";"12";"24";"24";"12";"24";"24";"8";"375";"120";"";"0";"255";"0";"0";"";"";"";"1";"";"";"1";"2017";""
"18068141";"01";"";"17565630";"MESTRADO EM NEUROCIÊNCIAS";"12";"24";"24";"12";"24";"24";"16";"240";"150";"";"240";"90";"6";"0";"1";"8";"16";"1";"";"";"2";"2009";""
"18068142";"02";"";"17565631";"DOUTORADO EM NEUROCIÊNCIAS";"24";"48";"48";"24";"48";"48";"24";"360";"180";"";"240";"180";"12";"0";"1";"12";"24";"1";"";"";"2";"2009";""
